,,State,District,Level,Name,TRU,Total,sex
Name,512,9,162,DISTRICT,Auraiya,Urban,110676,Female
Name,514,9,163,DISTRICT,Kanpur Dehat,Rural,751253,Female
Name,515,9,163,DISTRICT,Kanpur Dehat,Urban,81676,Female
Name,517,9,164,DISTRICT,Kanpur Nagar,Rural,728363,Female
Name,518,9,164,DISTRICT,Kanpur Nagar,Urban,1393099,Female
Name,520,9,165,DISTRICT,Jalaun,Rural,587418,Female
Name,521,9,165,DISTRICT,Jalaun,Urban,196464,Female
Name,523,9,166,DISTRICT,Jhansi,Rural,549490,Female
Name,524,9,166,DISTRICT,Jhansi,Urban,391677,Female
Name,526,9,167,DISTRICT,Lalitpur,Rural,496736,Female
Name,527,9,167,DISTRICT,Lalitpur,Urban,83845,Female
Name,529,9,168,DISTRICT,Hamirpur,Rural,413064,Female
Name,530,9,168,DISTRICT,Hamirpur,Urban,97684,Female
Name,532,9,169,DISTRICT,Mahoba,Rural,322568,Female
Name,533,9,169,DISTRICT,Mahoba,Urban,87032,Female
Name,535,9,170,DISTRICT,Banda,Rural,704412,Female
Name,536,9,170,DISTRICT,Banda,Urban,129122,Female
Name,538,9,171,DISTRICT,Chitrakoot,Rural,418604,Female
Name,539,9,171,DISTRICT,Chitrakoot,Urban,45405,Female
Name,541,9,172,DISTRICT,Fatehpur,Rural,1095050,Female
Name,542,9,172,DISTRICT,Fatehpur,Urban,152961,Female
Name,544,9,173,DISTRICT,Pratapgarh,Rural,1518316,Female
Name,545,9,173,DISTRICT,Pratapgarh,Urban,84740,Female
Name,547,9,174,DISTRICT,Kaushambi,Rural,701805,Female
Name,548,9,174,DISTRICT,Kaushambi,Urban,59306,Female
Name,550,9,175,DISTRICT,Allahabad,Rural,2140559,Female
Name,551,9,175,DISTRICT,Allahabad,Urban,682025,Female
Name,553,9,176,DISTRICT,Bara Banki,Rural,1396441,Female
Name,554,9,176,DISTRICT,Bara Banki,Urban,157185,Female
Name,556,9,177,DISTRICT,Faizabad,Rural,1051486,Female
Name,557,9,177,DISTRICT,Faizabad,Urban,159882,Female
Name,559,9,178,DISTRICT,Ambedkar Nagar,Rural,1049396,Female
Name,560,9,178,DISTRICT,Ambedkar Nagar,Urban,136082,Female
Name,562,9,179,DISTRICT,Sultanpur,Rural,1786705,Female
Name,563,9,179,DISTRICT,Sultanpur,Urban,95826,Female
Name,565,9,180,DISTRICT,Bahraich,Rural,1508565,Female
Name,566,9,180,DISTRICT,Bahraich,Urban,135282,Female
Name,568,9,181,DISTRICT,Shrawasti,Rural,505031,Female
Name,569,9,181,DISTRICT,Shrawasti,Urban,18433,Female
Name,571,9,182,DISTRICT,Balrampur,Rural,954331,Female
Name,572,9,182,DISTRICT,Balrampur,Urban,79613,Female
Name,574,9,183,DISTRICT,Gonda,Rural,1539832,Female
Name,575,9,183,DISTRICT,Gonda,Urban,106941,Female
Name,577,9,184,DISTRICT,Siddharthnagar,Rural,1186465,Female
Name,578,9,184,DISTRICT,Siddharthnagar,Urban,77737,Female
Name,580,9,185,DISTRICT,Basti,Rural,1143521,Female
Name,581,9,185,DISTRICT,Basti,Urban,65671,Female
Name,583,9,186,DISTRICT,Sant Kabir Nagar,Rural,784043,Female
Name,584,9,186,DISTRICT,Sant Kabir Nagar,Urban,61484,Female
Name,586,9,187,DISTRICT,Mahrajganj,Rural,1237847,Female
Name,587,9,187,DISTRICT,Mahrajganj,Urban,65102,Female
Name,589,9,188,DISTRICT,Gorakhpur,Rural,1766040,Female
Name,590,9,188,DISTRICT,Gorakhpur,Urban,397078,Female
Name,592,9,189,DISTRICT,Kushinagar,Rural,1666060,Female
Name,593,9,189,DISTRICT,Kushinagar,Urban,80429,Female
Name,595,9,190,DISTRICT,Deoria,Rural,1411032,Female
Name,596,9,190,DISTRICT,Deoria,Urban,152478,Female
Name,598,9,191,DISTRICT,Azamgarh,Rural,2137805,Female
Name,599,9,191,DISTRICT,Azamgarh,Urban,191104,Female
Name,601,9,192,DISTRICT,Mau,Rural,847917,Female
Name,602,9,192,DISTRICT,Mau,Urban,243342,Female
Name,604,9,193,DISTRICT,Ballia,Rural,1421647,Female
Name,605,9,193,DISTRICT,Ballia,Urban,145225,Female
Name,607,9,194,DISTRICT,Jaunpur,Rural,2106407,Female
Name,608,9,194,DISTRICT,Jaunpur,Urban,167332,Female
Name,610,9,195,DISTRICT,Ghazipur,Rural,1634257,Female
Name,611,9,195,DISTRICT,Ghazipur,Urban,130936,Female
Name,613,9,196,DISTRICT,Chandauli,Rural,819573,Female
Name,614,9,196,DISTRICT,Chandauli,Urban,115278,Female
Name,616,9,197,DISTRICT,Varanasi,Rural,1003264,Female
Name,617,9,197,DISTRICT,Varanasi,Urban,751720,Female
Name,619,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,662322,Female
Name,620,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,108792,Female
Name,622,9,199,DISTRICT,Mirzapur,Rural,1022265,Female
Name,623,9,199,DISTRICT,Mirzapur,Urban,162403,Female
Name,625,9,200,DISTRICT,Sonbhadra,Rural,744872,Female
Name,626,9,200,DISTRICT,Sonbhadra,Urban,146343,Female
Name,628,9,201,DISTRICT,Etah,Rural,700749,Female
Name,629,9,201,DISTRICT,Etah,Urban,126392,Female
Name,631,9,202,DISTRICT,Kanshiram Nagar,Rural,535956,Female
Name,632,9,202,DISTRICT,Kanshiram Nagar,Urban,136598,Female
Name,634,10,0,STATE,BIHAR,Rural,44267586,Female
Name,635,10,0,STATE,BIHAR,Urban,5553709,Female
Name,637,10,203,DISTRICT,Pashchim Champaran,Rural,1688068,Female
Name,638,10,203,DISTRICT,Pashchim Champaran,Urban,185864,Female
Name,640,10,204,DISTRICT,Purba Champaran,Rural,2229847,Female
Name,641,10,204,DISTRICT,Purba Champaran,Urban,188315,Female
Name,643,10,205,DISTRICT,Sheohar,Rural,296338,Female
Name,644,10,205,DISTRICT,Sheohar,Urban,13235,Female
Name,646,10,206,DISTRICT,Sitamarhi,Rural,1531391,Female
Name,647,10,206,DISTRICT,Sitamarhi,Urban,88931,Female
Name,649,10,207,DISTRICT,Madhubani,Rural,2081597,Female
Name,650,10,207,DISTRICT,Madhubani,Urban,76469,Female
Name,652,10,208,DISTRICT,Supaul,Rural,1024023,Female
Name,653,10,208,DISTRICT,Supaul,Urban,49770,Female
Name,655,10,209,DISTRICT,Araria,Rural,1268538,Female
Name,656,10,209,DISTRICT,Araria,Urban,79698,Female
Name,658,10,210,DISTRICT,Kishanganj,Rural,745959,Female
Name,659,10,210,DISTRICT,Kishanganj,Urban,77471,Female
Name,661,10,211,DISTRICT,Purnia,Rural,1402092,Female
Name,662,10,211,DISTRICT,Purnia,Urban,163157,Female
Name,664,10,212,DISTRICT,Katihar,Rural,1341463,Female
Name,665,10,212,DISTRICT,Katihar,Urban,129136,Female
Name,667,10,213,DISTRICT,Madhepura,Rural,912541,Female
Name,668,10,213,DISTRICT,Madhepura,Urban,41662,Female
Name,670,10,214,DISTRICT,Saharsa,Rural,830238,Female
Name,671,10,214,DISTRICT,Saharsa,Urban,73249,Female
Name,673,10,215,DISTRICT,Darbhanga,Rural,1695512,Female
Name,674,10,215,DISTRICT,Darbhanga,Urban,181924,Female
Name,676,10,216,DISTRICT,Muzaffarpur,Rural,2050813,Female
Name,677,10,216,DISTRICT,Muzaffarpur,Urban,222752,Female
Name,679,10,217,DISTRICT,Gopalganj,Rural,1214240,Female
Name,680,10,217,DISTRICT,Gopalganj,Urban,80106,Female
Name,682,10,218,DISTRICT,Siwan,Rural,1567866,Female
Name,683,10,218,DISTRICT,Siwan,Urban,87508,Female
Name,685,10,219,DISTRICT,Saran,Rural,1760541,Female
Name,686,10,219,DISTRICT,Saran,Urban,168500,Female
Name,688,10,220,DISTRICT,Vaishali,Rural,1540721,Female
Name,689,10,220,DISTRICT,Vaishali,Urban,109765,Female
Name,691,10,221,DISTRICT,Samastipur,Rural,1961496,Female
Name,692,10,221,DISTRICT,Samastipur,Urban,70067,Female
Name,694,10,222,DISTRICT,Begusarai,Rural,1134410,Female
Name,695,10,222,DISTRICT,Begusarai,Urban,268471,Female
Name,697,10,223,DISTRICT,Khagaria,Rural,742446,Female
Name,698,10,223,DISTRICT,Khagaria,Urban,40654,Female
Name,700,10,224,DISTRICT,Bhagalpur,Rural,1139848,Female
Name,701,10,224,DISTRICT,Bhagalpur,Urban,282255,Female
Name,703,10,225,DISTRICT,Banka,Rural,934353,Female
Name,704,10,225,DISTRICT,Banka,Urban,33270,Female
Name,706,10,226,DISTRICT,Munger,Rural,460346,Female
Name,707,10,226,DISTRICT,Munger,Urban,178378,Female
Name,709,10,227,DISTRICT,Lakhisarai,Rural,407038,Female
Name,710,10,227,DISTRICT,Lakhisarai,Urban,67529,Female
Name,712,10,228,DISTRICT,Sheikhpura,Rural,254980,Female
Name,713,10,228,DISTRICT,Sheikhpura,Urban,51619,Female
Name,715,10,229,DISTRICT,Nalanda,Rural,1162031,Female
Name,716,10,229,DISTRICT,Nalanda,Urban,218562,Female
Name,718,10,230,DISTRICT,Patna,Rural,1577850,Female
Name,719,10,230,DISTRICT,Patna,Urban,1182103,Female
Name,721,10,231,DISTRICT,Bhojpur,Rural,1114272,Female
Name,722,10,231,DISTRICT,Bhojpur,Urban,183755,Female
Name,724,10,232,DISTRICT,Buxar,Rural,740767,Female
Name,725,10,232,DISTRICT,Buxar,Urban,77608,Female
Name,727,10,233,DISTRICT,Kaimur (Bhabua),Rural,748515,Female
Name,728,10,233,DISTRICT,Kaimur (Bhabua),Urban,30863,Female
Name,730,10,234,DISTRICT,Rohtas,Rural,1213877,Female
Name,731,10,234,DISTRICT,Rohtas,Urban,202495,Female
Name,733,10,235,DISTRICT,Aurangabad,Rural,1108600,Female
Name,734,10,235,DISTRICT,Aurangabad,Urban,112789,Female
Name,736,10,236,DISTRICT,Gaya,Rural,1849225,Female
Name,737,10,236,DISTRICT,Gaya,Urban,275627,Female
Name,739,10,237,DISTRICT,Nawada,Rural,971911,Female
Name,740,10,237,DISTRICT,Nawada,Urban,102567,Female
Name,742,10,238,DISTRICT,Jamui,Rural,775296,Female
Name,743,10,238,DISTRICT,Jamui,Urban,69045,Female
Name,745,10,239,DISTRICT,Jehanabad,Rural,475963,Female
Name,746,10,239,DISTRICT,Jehanabad,Urban,63768,Female
Name,748,10,240,DISTRICT,Arwal,Rural,312574,Female
Name,749,10,240,DISTRICT,Arwal,Urban,24772,Female
Name,751,11,0,STATE,SIKKIM,Rural,214202,Female
Name,752,11,0,STATE,SIKKIM,Urban,73305,Female
Name,754,11,241,DISTRICT,North  District,Rural,16791,Female
Name,755,11,241,DISTRICT,North  District,Urban,2188,Female
Name,757,11,242,DISTRICT,West District,Rural,63659,Female
Name,758,11,242,DISTRICT,West District,Urban,2538,Female
Name,760,11,243,DISTRICT,South District,Rural,59803,Female
Name,761,11,243,DISTRICT,South District,Urban,10377,Female
Name,763,11,244,DISTRICT,East District,Rural,73949,Female
Name,764,11,244,DISTRICT,East District,Urban,58202,Female
Name,766,12,0,STATE,ARUNACHAL PRADESH,Rural,520347,Female
Name,767,12,0,STATE,ARUNACHAL PRADESH,Urban,149468,Female
Name,769,12,245,DISTRICT,Tawang,Rural,17983,Female
Name,770,12,245,DISTRICT,Tawang,Urban,2843,Female
Name,772,12,246,DISTRICT,West Kameng,Rural,30206,Female
Name,773,12,246,DISTRICT,West Kameng,Urban,7586,Female
Name,775,12,247,DISTRICT,East Kameng,Rural,30834,Female
Name,776,12,247,DISTRICT,East Kameng,Urban,9081,Female
Name,778,12,248,DISTRICT,Papum Pare,Rural,39675,Female
Name,779,12,248,DISTRICT,Papum Pare,Urban,47716,Female
Name,781,12,249,DISTRICT,Upper Subansiri,Rural,35203,Female
Name,782,12,249,DISTRICT,Upper Subansiri,Urban,6487,Female
Name,784,12,250,DISTRICT,West Siang,Rural,42619,Female
Name,785,12,250,DISTRICT,West Siang,Urban,11487,Female
Name,787,12,251,DISTRICT,East Siang,Rural,35432,Female
Name,788,12,251,DISTRICT,East Siang,Urban,13666,Female
Name,790,12,252,DISTRICT,Upper Siang,Rural,13445,Female
Name,791,12,252,DISTRICT,Upper Siang,Urban,3176,Female
Name,793,12,253,DISTRICT,Changlang,Rural,62715,Female
Name,794,12,253,DISTRICT,Changlang,Urban,8563,Female
Name,796,12,254,DISTRICT,Tirap,Rural,44980,Female
Name,797,12,254,DISTRICT,Tirap,Urban,9391,Female
Name,799,12,255,DISTRICT,Lower Subansiri,Rural,34764,Female
Name,800,12,255,DISTRICT,Lower Subansiri,Urban,6423,Female
Name,802,12,256,DISTRICT,Kurung Kumey,Rural,45659,Female
Name,803,12,256,DISTRICT,Kurung Kumey,Urban,1099,Female
Name,805,12,257,DISTRICT,Dibang Valley,Rural,2522,Female
Name,806,12,257,DISTRICT,Dibang Valley,Urban,1068,Female
Name,808,12,258,DISTRICT,Lower Dibang Valley,Rural,20702,Female
Name,809,12,258,DISTRICT,Lower Dibang Valley,Urban,5325,Female
Name,811,12,259,DISTRICT,Lohit,Rural,54305,Female
Name,812,12,259,DISTRICT,Lohit,Urban,15200,Female
Name,814,12,260,DISTRICT,Anjaw,Rural,9303,Female
Name,815,12,260,DISTRICT,Anjaw,Urban,357,Female
Name,817,13,0,STATE,NAGALAND,Rural,682064,Female
Name,818,13,0,STATE,NAGALAND,Urban,271789,Female
Name,820,13,261,DISTRICT,Mon,Rural,102347,Female
Name,821,13,261,DISTRICT,Mon,Urban,16160,Female
Name,823,13,262,DISTRICT,Mokokchung,Rural,67524,Female
Name,824,13,262,DISTRICT,Mokokchung,Urban,26006,Female
Name,826,13,263,DISTRICT,Zunheboto,Rural,56374,Female
Name,827,13,263,DISTRICT,Zunheboto,Urban,13166,Female
Name,829,13,264,DISTRICT,Wokha,Rural,64904,Female
Name,830,13,264,DISTRICT,Wokha,Urban,16934,Female
Name,832,13,265,DISTRICT,Dimapur,Rural,87507,Female
Name,833,13,265,DISTRICT,Dimapur,Urban,93910,Female
Name,835,13,266,DISTRICT,Phek,Rural,68314,Female
Name,836,13,266,DISTRICT,Phek,Urban,11361,Female
Name,838,13,267,DISTRICT,Tuensang,Rural,77360,Female
Name,839,13,267,DISTRICT,Tuensang,Urban,17303,Female
Name,841,13,268,DISTRICT,Longleng,Rural,20360,Female
Name,842,13,268,DISTRICT,Longleng,Urban,3622,Female
Name,844,13,269,DISTRICT,Kiphire,Rural,28274,Female
Name,845,13,269,DISTRICT,Kiphire,Urban,7900,Female
Name,847,13,270,DISTRICT,Kohima,Rural,70531,Female
Name,848,13,270,DISTRICT,Kohima,Urban,58491,Female
Name,850,13,271,DISTRICT,Peren,Rural,38569,Female
Name,851,13,271,DISTRICT,Peren,Urban,6936,Female
Name,853,14,0,STATE,MANIPUR,Rural,994756,Female
Name,854,14,0,STATE,MANIPUR,Urban,422452,Female
Name,856,14,272,DISTRICT,Senapati,Rural,228069,Female
Name,857,14,272,DISTRICT,Senapati,Urban,3756,Female
Name,859,14,273,DISTRICT,Tamenglong,Rural,58754,Female
Name,860,14,273,DISTRICT,Tamenglong,Urban,9526,Female
Name,862,14,274,DISTRICT,Churachandpur,Rural,126127,Female
Name,863,14,274,DISTRICT,Churachandpur,Urban,9196,Female
Name,865,14,275,DISTRICT,Bishnupur,Rural,74723,Female
Name,866,14,275,DISTRICT,Bishnupur,Urban,43894,Female
Name,868,14,276,DISTRICT,Thoubal,Rural,135365,Female
Name,869,14,276,DISTRICT,Thoubal,Urban,75958,Female
Name,871,14,277,DISTRICT,Imphal West,Rural,98165,Female
Name,872,14,277,DISTRICT,Imphal West,Urban,164773,Female
Name,874,14,278,DISTRICT,Imphal East,Rural,136117,Female
Name,875,14,278,DISTRICT,Imphal East,Urban,93902,Female
Name,877,14,279,DISTRICT,Ukhrul,Rural,76010,Female
Name,878,14,279,DISTRICT,Ukhrul,Urban,13270,Female
Name,880,14,280,DISTRICT,Chandel,Rural,61426,Female
Name,881,14,280,DISTRICT,Chandel,Urban,8177,Female
Name,883,15,0,STATE,MIZORAM,Rural,256300,Female
Name,884,15,0,STATE,MIZORAM,Urban,285567,Female
Name,886,15,281,DISTRICT,Mamit,Rural,34330,Female
Name,887,15,281,DISTRICT,Mamit,Urban,7206,Female
Name,889,15,282,DISTRICT,Kolasib,Rural,17980,Female
Name,890,15,282,DISTRICT,Kolasib,Urban,23057,Female
Name,892,15,283,DISTRICT,Aizawl,Rural,41775,Female
Name,893,15,283,DISTRICT,Aizawl,Urban,159264,Female
Name,895,15,284,DISTRICT,Champhai,Rural,38106,Female
Name,896,15,284,DISTRICT,Champhai,Urban,24251,Female
Name,898,15,285,DISTRICT,Serchhip,Rural,16275,Female
Name,899,15,285,DISTRICT,Serchhip,Urban,15811,Female
Name,901,15,286,DISTRICT,Lunglei,Rural,45099,Female
Name,902,15,286,DISTRICT,Lunglei,Urban,33438,Female
Name,904,15,287,DISTRICT,Lawngtlai,Rural,47124,Female
Name,905,15,287,DISTRICT,Lawngtlai,Urban,10171,Female
Name,907,15,288,DISTRICT,Saiha,Rural,15611,Female
Name,908,15,288,DISTRICT,Saiha,Urban,12369,Female
Name,910,16,0,STATE,TRIPURA,Rural,1325291,Female
Name,911,16,0,STATE,TRIPURA,Urban,474250,Female
Name,913,16,289,DISTRICT,West Tripura,Rural,511381,Female
Name,914,16,289,DISTRICT,West Tripura,Urban,334930,Female
Name,916,16,290,DISTRICT,South Tripura,Rural,368183,Female
Name,917,16,290,DISTRICT,South Tripura,Urban,60274,Female
Name,919,16,291,DISTRICT,Dhalai,Rural,163958,Female
Name,920,16,291,DISTRICT,Dhalai,Urban,19728,Female
Name,922,16,292,DISTRICT,North Tripura,Rural,281769,Female
Name,923,16,292,DISTRICT,North Tripura,Urban,59318,Female
Name,925,17,0,STATE,MEGHALAYA,Rural,1177179,Female
Name,926,17,0,STATE,MEGHALAYA,Urban,297878,Female
Name,928,17,293,DISTRICT,West Garo Hills,Rural,281510,Female
Name,929,17,293,DISTRICT,West Garo Hills,Urban,37622,Female
Name,931,17,294,DISTRICT,East Garo Hills,Rural,134962,Female
Name,932,17,294,DISTRICT,East Garo Hills,Urban,21732,Female
Name,934,17,295,DISTRICT,South Garo Hills,Rural,62733,Female
Name,935,17,295,DISTRICT,South Garo Hills,Urban,6431,Female
Name,937,17,296,DISTRICT,West Khasi Hills,Rural,167976,Female
Name,938,17,296,DISTRICT,West Khasi Hills,Urban,21770,Female
Name,940,17,297,DISTRICT,Ribhoi,Rural,114882,Female
Name,941,17,297,DISTRICT,Ribhoi,Urban,11427,Female
Name,943,17,298,DISTRICT,East Khasi Hills,Rural,231032,Female
Name,944,17,298,DISTRICT,East Khasi Hills,Urban,184141,Female
Name,946,17,299,DISTRICT,Jaintia Hills,Rural,184084,Female
Name,947,17,299,DISTRICT,Jaintia Hills,Urban,14755,Female
Name,949,18,0,STATE,ASSAM,Rural,13128045,Female
Name,950,18,0,STATE,ASSAM,Urban,2138088,Female
Name,952,18,300,DISTRICT,Kokrajhar,Rural,407755,Female
Name,953,18,300,DISTRICT,Kokrajhar,Urban,26482,Female
Name,955,18,301,DISTRICT,Dhubri,Rural,851643,Female
Name,956,18,301,DISTRICT,Dhubri,Urban,99767,Female
Name,958,18,302,DISTRICT,Goalpara,Rural,426877,Female
Name,959,18,302,DISTRICT,Goalpara,Urban,68014,Female
Name,961,18,303,DISTRICT,Barpeta,Rural,754480,Female
Name,962,18,303,DISTRICT,Barpeta,Urban,72138,Female
Name,964,18,304,DISTRICT,Morigaon,Rural,435002,Female
Name,965,18,304,DISTRICT,Morigaon,Urban,35770,Female
Name,967,18,305,DISTRICT,Nagaon,Rural,1203249,Female
Name,968,18,305,DISTRICT,Nagaon,Urban,181407,Female
Name,970,18,306,DISTRICT,Sonitpur,Rural,855280,Female
Name,971,18,306,DISTRICT,Sonitpur,Urban,84926,Female
Name,973,18,307,DISTRICT,Lakhimpur,Rural,468222,Female
Name,974,18,307,DISTRICT,Lakhimpur,Urban,44241,Female
Name,976,18,308,DISTRICT,Dhemaji,Rural,311570,Female
Name,977,18,308,DISTRICT,Dhemaji,Urban,23314,Female
Name,979,18,309,DISTRICT,Tinsukia,Rural,521791,Female
Name,980,18,309,DISTRICT,Tinsukia,Urban,125907,Female
Name,982,18,310,DISTRICT,Dibrugarh,Rural,532306,Female
Name,983,18,310,DISTRICT,Dibrugarh,Urban,117595,Female
Name,985,18,311,DISTRICT,Sivasagar,Rural,509668,Female
Name,986,18,311,DISTRICT,Sivasagar,Urban,52166,Female
Name,988,18,312,DISTRICT,Jorhat,Rural,428754,Female
Name,989,18,312,DISTRICT,Jorhat,Urban,106697,Female
Name,991,18,313,DISTRICT,Golaghat,Rural,476027,Female
Name,992,18,313,DISTRICT,Golaghat,Urban,47700,Female
Name,994,18,314,DISTRICT,Karbi Anglong,Rural,411423,Female
Name,995,18,314,DISTRICT,Karbi Anglong,Urban,54723,Female
Name,997,18,315,DISTRICT,Dima Hasao,Rural,73796,Female
Name,998,18,315,DISTRICT,Dima Hasao,Urban,29504,Female
Name,1000,18,316,DISTRICT,Cachar,Rural,694070,Female
Name,1001,18,316,DISTRICT,Cachar,Urban,156263,Female
Name,1003,18,317,DISTRICT,Karimganj,Rural,548476,Female
Name,1004,18,317,DISTRICT,Karimganj,Urban,54346,Female
Name,1006,18,318,DISTRICT,Hailakandi,Rural,297409,Female
Name,1007,18,318,DISTRICT,Hailakandi,Urban,23997,Female
Name,1009,18,319,DISTRICT,Bongaigaon,Rural,309208,Female
Name,1010,18,319,DISTRICT,Bongaigaon,Urban,53778,Female
Name,1012,18,320,DISTRICT,Chirang,Rural,219930,Female
Name,1013,18,320,DISTRICT,Chirang,Urban,17372,Female
Name,1015,18,321,DISTRICT,Kamrup,Rural,669008,Female
Name,1016,18,321,DISTRICT,Kamrup,Urban,70073,Female
Name,1018,18,322,DISTRICT,Kamrup Metropolitan,Rural,105865,Female
Name,1019,18,322,DISTRICT,Kamrup Metropolitan,Urban,500488,Female
Name,1021,18,323,DISTRICT,Nalbari,Rural,335232,Female
Name,1022,18,323,DISTRICT,Nalbari,Urban,40401,Female
Name,1024,18,324,DISTRICT,Baksa,Rural,462806,Female
Name,1025,18,324,DISTRICT,Baksa,Urban,5939,Female
Name,1027,18,325,DISTRICT,Darrang,Rural,426546,Female
Name,1028,18,325,DISTRICT,Darrang,Urban,26681,Female
Name,1030,18,326,DISTRICT,Udalguri,Rural,391652,Female
Name,1031,18,326,DISTRICT,Udalguri,Urban,18399,Female
Name,1033,19,0,STATE,WEST BENGAL,Rural,30338168,Female
Name,1034,19,0,STATE,WEST BENGAL,Urban,14128920,Female
Name,1036,19,327,DISTRICT,Darjiling,Rural,551895,Female
Name,1037,19,327,DISTRICT,Darjiling,Urban,357669,Female
Name,1039,19,328,DISTRICT,Jalpaiguri,Rural,1375209,Female
Name,1040,19,328,DISTRICT,Jalpaiguri,Urban,514573,Female
Name,1042,19,329,DISTRICT,Koch Bihar,Rural,1224736,Female
Name,1043,19,329,DISTRICT,Koch Bihar,Urban,142808,Female
Name,1045,19,330,DISTRICT,Uttar Dinajpur,Rural,1282437,Female
Name,1046,19,330,DISTRICT,Uttar Dinajpur,Urban,173631,Female
Name,1048,19,331,DISTRICT,Dakshin Dinajpur,Rural,702210,Female
Name,1049,19,331,DISTRICT,Dakshin Dinajpur,Urban,116867,Female
Name,1051,19,332,DISTRICT,Maldah,Rural,1678849,Female
Name,1052,19,332,DISTRICT,Maldah,Urban,258455,Female
Name,1054,19,333,DISTRICT,Murshidabad,Rural,2785293,Female
Name,1055,19,333,DISTRICT,Murshidabad,Urban,690950,Female
Name,1057,19,334,DISTRICT,Birbhum,Rural,1490980,Female
Name,1058,19,334,DISTRICT,Birbhum,Urban,220504,Female
Name,1060,19,335,DISTRICT,Barddhaman,Rural,2265477,Female
Name,1061,19,335,DISTRICT,Barddhaman,Urban,1485197,Female
Name,1063,19,336,DISTRICT,Nadia,Rural,1807615,Female
Name,1064,19,336,DISTRICT,Nadia,Urban,706217,Female
Name,1066,19,337,DISTRICT,North Twenty Four Parganas,Rural,2081065,Female
Name,1067,19,337,DISTRICT,North Twenty Four Parganas,Urban,2809327,Female
Name,1069,19,338,DISTRICT,Hugli,Rural,1667701,Female
Name,1070,19,338,DISTRICT,Hugli,Urban,1036791,Female
Name,1072,19,339,DISTRICT,Bankura,Rural,1611124,Female
Name,1073,19,339,DISTRICT,Bankura,Urban,147455,Female
Name,1075,19,340,DISTRICT,Puruliya,Rural,1252593,Female
Name,1076,19,340,DISTRICT,Puruliya,Urban,180526,Female
Name,1078,19,341,DISTRICT,Haora,Rural,866366,Female
Name,1079,19,341,DISTRICT,Haora,Urban,1482844,Female
Name,1081,19,342,DISTRICT,Kolkata,Rural,0,Female
Name,1082,19,342,DISTRICT,Kolkata,Urban,2139928,Female
Name,1084,19,343,DISTRICT,South Twenty Four Parganas,Rural,2964969,Female
Name,1085,19,343,DISTRICT,South Twenty Four Parganas,Urban,1023214,Female
Name,1087,19,344,DISTRICT,Paschim Medinipur,Rural,2549050,Female
Name,1088,19,344,DISTRICT,Paschim Medinipur,Urban,356522,Female
Name,1090,19,345,DISTRICT,Purba Medinipur,Rural,2180599,Female
Name,1091,19,345,DISTRICT,Purba Medinipur,Urban,285442,Female
Name,1093,20,0,STATE,JHARKHAND,Rural,12278587,Female
Name,1094,20,0,STATE,JHARKHAND,Urban,3779232,Female
Name,1096,20,346,DISTRICT,Garhwa,Rural,606167,Female
Name,1097,20,346,DISTRICT,Garhwa,Urban,33042,Female
Name,1099,20,347,DISTRICT,Chatra,Rural,479721,Female
Name,1100,20,347,DISTRICT,Chatra,Urban,29230,Female
Name,1102,20,348,DISTRICT,Kodarma,Rural,281418,Female
Name,1103,20,348,DISTRICT,Kodarma,Urban,67619,Female
Name,1105,20,349,DISTRICT,Giridih,Rural,1087842,Female
Name,1106,20,349,DISTRICT,Giridih,Urban,99534,Female
Name,1108,20,350,DISTRICT,Deoghar,Rural,595576,Female
Name,1109,20,350,DISTRICT,Deoghar,Urban,121475,Female
Name,1111,20,351,DISTRICT,Godda,Rural,605225,Female
Name,1112,20,351,DISTRICT,Godda,Urban,30399,Female
Name,1114,20,352,DISTRICT,Sahibganj,Rural,485009,Female
Name,1115,20,352,DISTRICT,Sahibganj,Urban,76167,Female
Name,1117,20,353,DISTRICT,Pakur,Rural,414659,Female
Name,1118,20,353,DISTRICT,Pakur,Urban,33102,Female
Name,1120,20,354,DISTRICT,Dhanbad,Rural,542137,Female
Name,1121,20,354,DISTRICT,Dhanbad,Urban,736394,Female
Name,1123,20,355,DISTRICT,Bokaro,Rural,523732,Female
Name,1124,20,355,DISTRICT,Bokaro,Urban,465791,Female
Name,1126,20,356,DISTRICT,Lohardaga,Rural,201124,Female
Name,1127,20,356,DISTRICT,Lohardaga,Urban,28037,Female
Name,1129,20,357,DISTRICT,Purbi Singhbhum,Rural,504830,Female
Name,1130,20,357,DISTRICT,Purbi Singhbhum,Urban,612187,Female
Name,1132,20,358,DISTRICT,Palamu,Rural,826315,Female
Name,1133,20,358,DISTRICT,Palamu,Urban,107252,Female
Name,1135,20,359,DISTRICT,Latehar,Rural,332554,Female
Name,1136,20,359,DISTRICT,Latehar,Urban,24758,Female
Name,1138,20,360,DISTRICT,Hazaribagh,Rural,712254,Female
Name,1139,20,360,DISTRICT,Hazaribagh,Urban,131360,Female
Name,1141,20,361,DISTRICT,Ramgarh,Rural,258321,Female
Name,1142,20,361,DISTRICT,Ramgarh,Urban,196892,Female
Name,1144,20,362,DISTRICT,Dumka,Rural,610336,Female
Name,1145,20,362,DISTRICT,Dumka,Urban,42592,Female
Name,1147,20,363,DISTRICT,Jamtara,Rural,350253,Female
